search_term,tipo_gasto,grupo,categoria,subcategoria
FLIPPER DELIVERY,Variável,Lazer,Alimentação,Restaurante
FLIPPER LANCHES,Variável,Lazer,Alimentação,Restaurante
FONTE DI BELLE,Need to check,Need to check,Need to check,Need to check
FOODTOSAVELTDA,Variável,Custo de vida,Alimentação,Restaurante
FOR ALL PIZZARIA,Variável,Lazer,Alimentação,Restaurante
FORNAZA PIZZARIA,Variável,Lazer,Alimentação,Restaurante
FRANGO DO CHEFE,Variável,Lazer,Alimentação,Restaurante
FRANGODOGAUCH,Variável,Lazer,Alimentação,Restaurante
FRIED FISH NACOES,Variável,Lazer,Alimentação,Restaurante
FRUTARA COMERCIO VAREJ,Variável,Custo de vida,Alimentação,Restaurante
F.S. BAURU,Need to check,Need to check,Need to check,Need to check
GABRIELA,Need to check,Need to check,Need to check,Need to check
GABRIEL AMORIM NARDI,Need to check,Need to check,Need to check,Need to check
GABRIEL DE ALCANTARA,Need to check,Need to check,Need to check,Need to check
GALI FITNESS LTDA,Variável,Custo de vida,Vestuário,Roupa
GARCIA GARCIA CHOPERIA,Variável,Custo de vida,Alimentação,Restaurante
GEEKSER,Need to check,Need to check,Need to check,Need to check
GELA BOCA,Variável,Lazer,Alimentação,Restaurante
GELATO BORELLI BAURU,Variável,Lazer,Alimentação,Restaurante
GELATO BORELLI BAURUS,Variável,Lazer,Alimentação,Restaurante
G & G AUTO POSTO,Essencial,Custo de vida,Transporte,Abastecimento
GIRASSOL RESTAURANTE,Variável,Custo de vida,Alimento - externo,Restaurante
GISLENECAPELETTI,Need to check,Need to check,Need to check,Need to check
GLX*RAUL ROOTS BARBER,Essencial,Custo de vida,Bem-estar,Barbeiro
GMAIS DROGARIA,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
G.M. DA CUNHA RESTAUR,Variável,Custo de vida,Alimento - externo,Restaurante
G M DA CUNHA RESTAURAN,Variável,Custo de vida,Alimento - externo,Restaurante
G.M DA CUNHA RESTAURAN,Variável,Custo de vida,Alimento - externo,Restaurante
GOOD SHOP,Need to check,Need to check,Need to check,Need to check
GOOD SHOP PRESENTES,Need to check,Need to check,Need to check,Need to check
GOOGLE CANDY CRUSH SA,Variável,Lazer,Videogame,Google
GOOGLE KING,Variável,Lazer,Videogame,Google
GOOGLE ONE,Variável,Lazer,Videogame,Google
GOOGLE STORAGE,Variável,Lazer,Videogame,Google
GOOGLE VIKI INC,Variável,Lazer,Videogame,Google
GOOGLE YOUTUBEPREMIUM,Variável,Lazer,Streaming,Youtube
GOOGLE YOUTUBE VIDEOS,Variável,Lazer,Streaming,Youtube
GOOMER SOBERANOBURERDE,Variável,Lazer,Alimentação,Restaurante
GOSTOSO BOTEQUIM,Variável,Lazer,Alimentação,Restaurante
GOURMET SPORTS HOSPITA,Variável,Lazer,Alimentação,Restaurante
GRAO ESPRESSO,Variável,Custo de vida,Alimentação,Restaurante
GRILETTO,Variável,Lazer,Alimentação,Restaurante
GRILETTO BAURU,Variável,Lazer,Alimentação,Restaurante
GULAS KIDS FESTAS E EV,Variáveis,Lazer,Festa,Festa
GYMPASS GYMPASSBR,Variáveis,Custo de vida,Bem-estar,Academia
HAITATSU CAFETERIA LTD,Variável,Lazer,Alimentação,Restaurante
HAVAN BAURU,Variável,Custo de vida,Moradia,Utensílios
HDI SEGUROS SA,Need to check,Need to check,Need to check,Need to check
HERING OUTLETESPACOH,Variável,Custo de vida,Vestuário,Roupa
HILLBILLYS A DINER,Variável,Lazer,Alimentação,Restaurante
HNA*EUDORA,Need to check,Need to check,Need to check,Need to check
HNA*O BOTICARIO,Variáveis,Custo de vida,Bem-estar,Perfume
HNA*OBOTICARIO,Variáveis,Custo de vida,Bem-estar,Perfume
HOT BEACH SUITES HOSP,Variáveis,Lazer,Viagem,Estadia
HOTEL BOURBON ATIBAIA,Variáveis,Lazer,Viagem,Estadia
HOTEL PREMIUM NORTE,Variáveis,Lazer,Viagem,Estadia
HUB FIN*MAGAZINELUIZA,Need to check,Need to check,Need to check,Need to check
HUB FINTECH *NETSHOES,Variável,Custo de vida,Vestuário,Calçado
HUBFINTECH NETSHOES,Variável,Custo de vida,Vestuário,Calçado
HUBFINTECH ZATTINI,Variável,Custo de vida,Vestuário,Calçado
HUB         *NETSHOES,Variável,Custo de vida,Vestuário,Calçado
HUB*NETSHOES,Variável,Custo de vida,Vestuário,Calçado
HWMARKET,Need to check,Need to check,Need to check,Need to check
ICEMELLOW SORVETES,Variável,Custo de vida,Alimentação,Restaurante
ICOMM   SHOP2GETHER,Variável,Custo de vida,Vestuário,Roupa
IFD*13.179.687 GUSTAVO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*25.680.814 CLAUDIA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*27569678 AMANDA AT,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*27.740.981 PAULA C,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*30.999.764 CARLOS,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*34.760.671 LARISSA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*34.885.028 THIAGO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*36957021 WELLINGTO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*39.342.101 OCTAVIO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*42.253.098 MARILDA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*43.105.338 PAULO R,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*46.279.963 BRUNO P,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*47196549 JEAN ANDR,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*49.382.125 MILTON,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*49.670.608 ROSANA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*50.445.821 PAULO D,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*51.025.296 FELIPE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*51.261.625 ROBERTA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*52.562.146 NAYARA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*52.828.609 JAQUELI,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*53.869.973 DIEGO L,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*54.833.475 ROGERIA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*54.849.710 VITOR H,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*55.544.405 RHUANN,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*55.571.604 THAISA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*55.797.505 NATACHA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*57.288.855 KAUA DE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*57288855 KAUA DE L,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*57.292.368 KATIUSC,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*57.464.553 ROBSON,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*57464553 ROBSON FE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*57.732.104 CARLOS,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*57732104 CARLOS AL,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*58.169.561 SUELI M,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*58.206.507 MARA RE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*60.211.628 GABRIEL,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*60211628 GABRIELA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*60841458 MARILEIA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*6DOIS BURGUER - DU,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*A C OLIVEIRA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*AGH PIZZARIA LTDA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*AILTON LEANDRO FER,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*AKIRA YAMASHITA 06,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*AL DAR RESTAURANTE,Variável,Custo de vida,Alimento - externo,iFood
IFD*ALLAN DE CARVALHO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*ANA PAULA FRANCA 3,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*ANDRADE LOPES HAMB,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*ANELISE HELLEN GIM,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*ARILDO DA CUNHA FR,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*BAR E RESTAURANTE,Variável,Custo de vida,Alimento - externo,iFood
IFD*BELLA COMENDADOR P,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*BORGES RESTAURANTE,Variável,Custo de vida,Alimento - externo,iFood
IFD*BPS MARIA APARECID,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*BR,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*BRASASUL CHURRASCA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*BR RONDON LTDA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*BRUNA CAMILA CHAGA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*BRUNO BENTO 446184,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*BWL ALIMENTOS DELI,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*BWL ALIMENTOS LTDA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*CAETANO BETONI FIL,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*CALI CLUB EVENTOS,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*CARMEN SILVA SANTO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*CAYO CARBONE TEIXE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*CELIA REGINA MISAK,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*CELIO SEIZO ASITO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*CHAGAS LANCHONETE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*COMERCIO DE PRODUT,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*COMPANHIA BRASILEI,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*CRISTIANO TURCO CO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*D HUNZIKER E L RAT,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*DIEGO AUGUSTO SECO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*DIONA NASCIMENTO D,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*DIRCEU DANTAS FILH,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*DONA BAUNILHA BAUR,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*DROGARIA SAO PAULO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*D.S RESTAURANTE LT,Variável,Custo de vida,Alimento - externo,iFood
IFD*ELTON DA SILVA LEA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*ESTANCIA GRILL TOP,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*ESTANISLAU PIASECK,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*ESTORIL LANCHES LT,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*FABIO BORGES DE SO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*FABRICA DE ACAI LT,Variável,Lazer,Alimentação,Restaurante
IFD*FARMACIA E DROGARI,Essencial,Custo de vida,Saúde & Bem-estar,Medicamento
IFD*FAUSTINI FAUSTINI,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*F.B.OLIVEIRA COMER,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*FCA COMERCIO DE AL,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*FERNANDO JORGE  FI,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*FERNANDO JORGE FIL,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*FERRAZ  USO - ALIM,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*FITTIPALDI ENGENHA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD         *FM ARAUJO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*F.M. ARAUJO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*FOUR FOOD BRASIL S,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*FRANCISCO DE ASSIS,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*FRANQUIA7 COMERCIO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*FS FAST BAURU COME,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*GABRIEL DAINESI DO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*GIOVANNA SALVADOR,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*GRUPO FARTURA DE H,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*GUGA DE BAURU COME,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*GUSTAVO TAIETTI CA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*HELDER HENRIQUE DE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*HOLLDEN PINTO MARM,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*HONDZ BURGER HAMBU,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*HORIUCHI  CIA LTDA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*HORIUCHI CIA LTDA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*H PALUDO CHURRASCA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*IFOOD,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*IFOOD CLUB,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*IFOOD.COM AGENCIA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*INFLUENCER HOLDING,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*IVANKIO  BAUERNEBL,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*IVANKIO BAUERNEBL,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*JAQUE MATIAS DOCER,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*JOLIE CAFE LTDA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*JOSE LAURO SEITI A,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*KAUE DE LIMA 39617,Variável,Custo de vida,Alimento - externo,Restaurante
IFD KFC   BAURU,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*KIOLIN LANCHES E P,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*LA ADELINA FOCACCE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*LASESA - RESTAURAN,Variável,Custo de vida,Alimento - externo,iFood
IFD*LATELIER SUCRE PAT,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*LEANDRO MENDES DE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*LETICIA CORREIA RA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*L.S. SOUZA MARTINS,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*LUCAS CERIALI BATI,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*LUCAS D AVILA RIBE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MARCO ANTONIO DO E,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MARGARETH LUCENA B,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MARIA ELIZABET OLI,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MARIANA FERREIRA B,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MARIZA FERNANDES M,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MAX DOG DOGUERIA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MELANCIA SUCOS E A,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MERCEARIA DOM PIME,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*M F DOS SANTOS PAS,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*M.G.ARNES RESTAURA,Variável,Custo de vida,Alimento - externo,iFood
IFD*MICHELLE QUINTANIL,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*M  M MARMITARIA LT,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MOACIR NEVES NETO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*M.OLIVATTO DE LUCA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MOMESSO RESTAURANT,Variável,Custo de vida,Alimento - externo,iFood
IFD*MONICA TAKAMI 3085,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MOREIRA DA CUNHA R,Variável,Custo de vida,Alimento - externo,Restaurante
IFD    *MTG BAURU LTDA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*MTG BAURU LTDA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*NAYLA MELHEM,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*NELLITOS BURGER LT,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*NEVES  NEVES ALIME,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*NEVES NEVES ALIMEN,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*NOVA GRILL CHURRAS,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*NSB SUSHI COMERCIO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*NUTRINTI REFEICOES,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*OLIVEIRA  PIMENTA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*OUTBACK STEAKHOUSE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*PADARIA COPACABANA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*PAHAY COZINHA ORIE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*PEDRO RODRIGUES DE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*PEREIRA E SASAKI C,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*PEREZ  CONCON LTDA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*POSTO E SERVICOS R,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*PRUDENTE  SILVA LT,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*RAFAEL PORTES LOUR,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*RANGO SIMPLE FOOD,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*REGAB COMERCIO DE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*REGIANA CRISTINA D,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*REI DOS COMBOS SUS,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*RESTAURANTE E LANC,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*RESTAURANTE OLIVEI,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*RICHARD PARCIASEPE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*RODRIGUES SOBREMES,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*ROGER ESTEVAM GONC,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*SABRINA LUMI MICHI,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*SAMUEL DOS REIS MO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*SANTA MASSA PIZZAS,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*SCHUCKAR  WOLBER A,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*SERGIO ALVES ARCAN,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*SHEKINA BURGER BAU,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*SKINA - CHURRASCAR,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*SMASH LEAGUE BURGE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*SR SORVETE BAURU C,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*SUSHI DELIVERY THI,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*SUSHI FOODS COMERC,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*TELMA CRISTINA SOU,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*THIAGO SEITI ASITO,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*TOPAZIO RESTAURANT,Variável,Custo de vida,Alimento - externo,iFood
IFD*TOP COMBO COMIDA C,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*TOTEM CARMEN SILVA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*TSA MADE IN HOUSE,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*VINICIUS MOLINA PI,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*VINICIUS SANTANA R,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*WANDERSON CRISTIAN,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*WCD RESTAURANTE LT,Variável,Custo de vida,Alimento - externo,iFood
IFD*WESLEY APARECIDO D,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*YAKISSOBAS,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*YARA MITIKO FUKUSH,Variável,Custo de vida,Alimento - externo,Restaurante
IFD         *ZAMP SA,Variável,Custo de vida,Alimento - externo,Restaurante
IFD*ZAMP S.A.,Variável,Custo de vida,Alimento - externo,Restaurante
IFOOD CLUB,Variável,Lazer,Alimentação,ifood
IFOOD  *CLUBE  *IFOOD,Variável,Lazer,Alimentação,ifood
IFOOD   HAPOKE HAWAII,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*32565021,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*40360108,Variável,Lazer,Alimentação,ifood
IFOOD   IFD 430 GRADI,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*47196549,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*49988480,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*52044673,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*57087125,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*57288855,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*58062918,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*ACAITERIA,Variável,Lazer,Alimentação,ifood
IFOOD   IFD A DONNA L,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*AGH PIZZA,Variável,Lazer,Alimentação,ifood
IFOOD   IFD AKIRAS DE,Variável,Lazer,Alimentação,ifood
IFOOD   IFD A MARMITA,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*A MARMITA,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*AMI SORVE,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*ANDRADE L,Variável,Lazer,Alimentação,ifood
IFOOD   IFD ANTHONYS,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*ANTHONYS,Variável,Lazer,Alimentação,ifood
IFOOD   IFD APALOOSAS,Variável,Lazer,Alimentação,ifood
IFOOD   IFD APPREZZI,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*AXEL MONT,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*BAMBINOS,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*BAR DO BR,Variável,Lazer,Alimentação,ifood
IFOOD   IFD BATATA E,Variável,Lazer,Alimentação,ifood
IFOOD   IFD BEM DOCES,Variável,Lazer,Alimentação,ifood
IFOOD   IFD BEM QUERE,Variável,Lazer,Alimentação,ifood
IFOOD   IFD BENTOYA D,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*BENTOYA D,Variável,Lazer,Alimentação,ifood
IFOOD   IFD BOI BRABO,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*BPS MARIA,Variável,Lazer,Alimentação,ifood
IFOOD   IFD BROOKS HA,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*BRUNA CAM,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*BRUNO BEN,Variável,Lazer,Alimentação,ifood
IFOOD   IFD BURGER DO,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*BWL ALIME,Variável,Lazer,Alimentação,ifood
IFOOD   IFD CACAU SHO,Variável,Lazer,Alimentação,ifood
IFOOD   IFD CAFETERIA,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*CAFETERIA,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*CALDINHO,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*CARLOS AL,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*CARMEN SI,Variável,Lazer,Alimentação,ifood
IFOOD   IFD CASA DI I,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*CASA LU L,Variável,Lazer,Alimentação,ifood
IFOOD   IFD CASARAO D,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*CAYO CARB,Variável,Lazer,Alimentação,ifood
IFOOD   IFD CHEIRINHO,Variável,Lazer,Alimentação,ifood
IFOOD   IFD CHINA IN,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*CHIQUINHO,Variável,Lazer,Alimentação,ifood
IFOOD   IFD CLAUDINHO,Variável,Lazer,Alimentação,ifood
IFOOD   IFD CLEMERSON,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*CLEOMAR N,Variável,Lazer,Alimentação,ifood
IFOOD   IFD COMANDANT,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*COMPANHIA,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*DANILO HE,Variável,Lazer,Alimentação,ifood
IFOOD   IFD DAUNS EXP,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*DAUNS EXP,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*DIRCEU DA,Variável,Lazer,Alimentação,ifood
IFOOD   IFD DIVINA MA,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*DIVINA MA,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*DIVINO MA,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*DOCERIA N,Variável,Lazer,Alimentação,ifood
IFOOD   IFD DONA BAUN,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*DONA BAUN,Variável,Lazer,Alimentação,ifood
IFOOD   IFD DONA HELE,Variável,Lazer,Alimentação,ifood
IFOOD   IFD DON VICTO,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*DU CHEFF,Variável,Lazer,Alimentação,ifood
IFOOD   IFD ESPAZZO M,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*ESQUINA D,Variável,Lazer,Alimentação,ifood
IFOOD   IFD ESTA A ME,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*ESTANISLA,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*ESTER SIL,Variável,Lazer,Alimentação,ifood
IFOOD   IFD EXTRA BAU,Variável,Lazer,Alimentação,ifood
IFOOD   IFD FABRICA D,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*FABRICA D,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*FCA COMER,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*FERNANDO,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*FM ARAUJO,Variável,Lazer,Alimentação,ifood
IFOOD   IFD FORNAZA P,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*FRANCISCO,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*FS FAST B,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*GABRIEL D,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*GRUPO FAR,Variável,Lazer,Alimentação,ifood
IFOOD  *IFD*GUANABANA,Variável,Lazer,Alimentação,ifood
IFOOD   IFD HABIBS BA,Variável,Lazer,Alimentação,ifood
